"","tm","attendance","attend_per_game","batage","page","bpf","ppf","n_hof","n_aallstars","n_a_ta_s","est_payroll","time","managers","year","g","w","wins_losses"
"1192","NYY",3264907,40811,"31.1","30.9","101","100","0","7","17",112787143,"3:09","Torre",2001,161,95,0.594
"1193","OAK",2133277,26337,"27.5","28.0","98","97","0","1","11",33810750,"3:03","Howe",2001,162,102,0.63
"1194","PHI",1782054,22001,"26.9","28.9","97","97","0","1","10",41663833,"2:56","Bowa",2001,162,86,0.531
"1195","PIT",2464870,30430,"27.8","28.1","103","104","0","1","11",57760833,"2:48","McClendon",2001,162,62,0.383
"1196","SDP",2378128,29360,"28.9","28.7","91","91","2","2","8",39182833,"2:59","Bochy",2001,162,79,0.488
"1197","SEA",3507326,43300,"31.4","30.8","94","92","0","8","19",74720834,"3:03","Piniella",2001,162,116,0.716
"1198","SFG",3311958,40888,"31.5","29.2","93","91","0","3","13",63280167,"3:06","Baker",2001,162,90,0.556
"1199","STL",3109578,37922,"28.8","29.3","100","99","0","2","13",79373333,"2:57","La Russa",2001,162,93,0.574
"1200","TBD",1298365,16029,"28.0","26.9","97","99","0","1","6",56980000,"2:52","Rothschild and McRae",2001,162,62,0.383
"1201","TEX",2831021,34525,"29.8","28.5","104","104","0","2","15",88633500,"3:04","Oates and Narron",2001,162,73,0.451
"1202","TOR",1915438,23359,"28.3","28.5","102","102","0","1","13",76895999,"2:59","Martinez",2001,162,80,0.494
"1203","ANA",2305547,28464,"28.5","30.2","100","99","0","1","11",61721667,"2:59","Scioscia",2002,162,99,0.611
"1204","ARI",3198977,39494,"31.7","31.7","111","110","1","6","14",102819999,"2:59","Brenly",2002,162,98,0.605
"1205","ATL",2603484,32142,"30.6","31.1","102","101","3","4","15",93470367,"2:58","Cox",2002,161,101,0.631
"1206","BAL",2682439,33117,"29.2","27.8","95","96","0","1","9",64493487,"2:55","Hargrove",2002,162,67,0.414
"1207","BOS",2650862,32727,"30.0","31.0","103","102","2","7","17",108366060,"2:53","Little",2002,162,93,0.574
"1208","CHC",2693096,33248,"30.2","27.6","98","98","0","1","12",75690833,"2:57","Baylor, Lachemann and Kimm",2002,162,67,0.414
"1209","CHW",1676911,20703,"28.8","25.8","101","101","1","2","13",57052833,"2:49","Manuel",2002,162,81,0.5
"1210","CIN",1855787,22911,"27.7","28.7","104","104","1","1","10",45050390,"2:58","Boone",2002,162,78,0.481
"1211","CLE",2616940,32308,"30.3","28.1","97","98","0","1","20",78909449,"2:53","Manuel and Skinner",2002,162,74,0.457
"1212","COL",2737838,33800,"28.7","28.5","115","116","0","1","9",56851043,"2:59","Bell and Hurdle",2002,162,73,0.451
"1213","DET",1503623,18795,"28.1","28.1","92","95","0","1","10",55048000,"2:45","Garner and Pujols",2002,161,55,0.342
"1214","FLA",813118,10038,"28.4","26.1","97","97","0","2","12",41979917,"3:00","Torborg",2002,162,79,0.488
"1215","HOU",2517357,31078,"30.1","27.3","106","105","1","1","11",63448417,"2:55","Williams",2002,162,84,0.518
"1216","KCR",1323036,16334,"29.2","27.8","110","111","0","1","7",47257000,"2:54","Muser, Mizerock and Pena",2002,162,62,0.383
"1217","LAD",3131255,38657,"30.0","31.0","92","92","0","3","15",94850953,"2:55","Tracy",2002,162,92,0.568
"1218","MIL",1969153,24311,"29.9","26.8","98","99","0","2","8",50287833,"2:51","Lopes and Royster",2002,162,56,0.346
"1219","MIN",1924473,23759,"26.8","28.8","100","100","0","3","11",40425000,"2:54","Gardenhire",2002,161,94,0.584
"1220","MON",812045,10025,"28.2","27.7","103","103","0","2","9",38670500,"2:55","Robinson",2002,162,83,0.512
"1221","NYM",2804838,34628,"30.6","30.3","96","97","1","1","11",94633593,"3:01","Valentine",2002,161,75,0.466
"1222","NYY",3465807,43323,"30.1","33.1","100","99","0","6","16",125928583,"3:09","Torre",2002,161,103,0.64
"1223","OAK",2169811,26788,"28.6","27.4","98","97","0","2","10",40004167,"3:01","Howe",2002,162,103,0.636
"1224","PHI",1618467,20231,"27.5","28.5","94","94","0","3","13",57954999,"3:01","Bowa",2002,161,80,0.497
"1225","PIT",1784988,22312,"27.9","28.1","102","103","0","1","6",42323599,"2:49","McClendon",2002,161,72,0.447
"1226","SDP",2220601,27415,"29.1","27.8","90","91","0","1","7",41425000,"2:53","Bochy",2002,162,66,0.407
"1227","SEA",3542938,43740,"31.2","30.2","97","95","0","3","20",80282668,"2:58","Piniella",2002,162,93,0.574
"1228","SFG",3253203,40163,"32.1","29.2","95","94","0","3","12",78299835,"3:02","Baker",2002,162,95,0.59
"1229","STL",3011756,37182,"29.0","30.2","98","97","0","1","14",74660875,"2:56","La Russa",2002,162,97,0.599
"1230","TBD",1065742,13157,"27.0","26.9","97","99","0","1","6",34380000,"2:51","McRae",2002,161,55,0.342
"1231","TEX",2352397,29042,"29.0","29.7","106","106","0","1","12",105726122,"3:05","Narron",2002,162,72,0.444
"1232","TOR",1637900,20221,"27.2","27.4","104","103","0","1","11",76864333,"2:55","Martinez and Tosca",2002,162,78,0.481
"1233","ANA",3061094,37330,"29.1","29.0","98","97","0","3","12",79031667,"2:47","Scioscia",2003,162,77,0.475
"1234","ARI",2805542,34636,"30.6","29.2","108","109","1","1","17",80657000,"2:52","Brenly",2003,162,84,0.518
"1235","ATL",2401084,29643,"30.3","31.1","101","100","2","7","17",106243667,"2:54","Cox",2003,162,101,0.624
"1236","BAL",2454523,30303,"29.3","29.2","99","99","0","1","8",73877500,"2:50","Hargrove",2003,163,71,0.438
"1237","BOS",2724165,33632,"29.8","31.2","105","103","1","3","15",99946500,"2:57","Little",2003,162,95,0.586
"1238","CHC",2962630,36576,"31.3","28.2","101","101","0","2","14",79868333,"2:51","Baker",2003,162,88,0.543
"1239","CHW",1939524,23945,"29.3","27.9","102","102","2","3","14",51010000,"2:44","Manuel",2003,162,86,0.531
"1240","CIN",2355259,29077,"27.3","28.0","95","96","1","1","9",59355667,"2:50","Boone, Knight and Miley",2003,162,69,0.426
"1241","CLE",1730002,21358,"27.1","26.3","96","97","0","1","14",48584834,"2:43","Wedge",2003,162,68,0.42
"1242","COL",2334085,28816,"29.5","28.0","115","116","0","3","13",67179667,"2:49","Hurdle",2003,162,74,0.457
"1243","DET",1368245,16892,"27.2","25.3","93","95","0","1","7",49168000,"2:39","Trammell",2003,162,43,0.265
"1244","FLA",1303215,16089,"27.7","26.3","98","98","0","3","13",49450000,"2:50","Torborg and McKeon",2003,162,91,0.562
"1245","HOU",2454241,30299,"31.1","27.6","103","102","1","1","9",71040000,"2:50","Williams",2003,162,87,0.537
"1246","KCR",1779895,22249,"29.2","28.0","107","108","0","2","8",40518000,"2:46","Pena",2003,162,83,0.512
"1247","LAD",3138626,38748,"29.9","31.2","94","94","1","3","19",105872620,"2:46","Tracy",2003,162,85,0.525
"1248","MIL",1700354,20992,"29.8","27.6","98","100","0","2","9",40627000,"2:50","Yost",2003,162,68,0.42
"1249","MIN",1946011,24025,"27.3","29.7","101","100","0","1","15",55505000,"2:47","Gardenhire",2003,162,90,0.556
"1250","MON",1025639,12662,"27.7","26.7","105","105","0","1","6",51948500,"2:49","Robinson",2003,162,83,0.512
"1251","NYM",2140599,26757,"29.3","31.6","97","98","2","1","17",117176429,"2:52","Howe",2003,161,66,0.41
"1252","NYY",3465600,42263,"30.5","33.6","98","97","0","5","19",152749814,"3:00","Torre",2003,163,101,0.624
"1253","OAK",2216596,27365,"28.4","27.4","99","98","0","4","10",50260834,"2:46","Macha",2003,162,96,0.593
"1254","PHI",2259948,27901,"28.3","29.0","93","93","0","1","13",70780000,"2:58","Bowa",2003,162,86,0.531
"1255","PIT",1636751,20207,"29.7","28.3","102","102","0","1","10",54812429,"2:49","McClendon",2003,162,75,0.463
"1256","SDP",2030084,25063,"28.5","27.8","91","92","0","1","13",45210000,"2:53","Bochy",2003,162,64,0.395
"1257","SEA",3268509,40352,"31.9","29.8","95","95","0","5","20",86959167,"2:48","Melvin",2003,162,93,0.574
"1258","SFG",3264898,40307,"32.1","28.6","99","98","0","2","12",82852167,"2:52","Alou",2003,161,100,0.621
"1259","STL",2910386,35931,"29.9","31.2","97","96","0","5","12",83786666,"2:54","La Russa",2003,162,85,0.525
"1260","TBD",1058695,13070,"26.4","26.4","95","97","0","1","4",19630000,"2:45","Piniella",2003,162,63,0.389
"1261","TEX",2094394,25857,"28.4","28.1","111","111","0","2","13",103491667,"2:54","Showalter",2003,162,71,0.438
"1262","TOR",1799458,22216,"28.4","29.0","104","104","0","3","6",51269000,"2:51","Tosca",2003,162,86,0.531
"1263","ANA",3375677,41675,"28.9","29.0","97","96","0","2","15",100534667,"2:52","Scioscia",2004,162,92,0.568
"1264","ARI",2519560,31106,"28.9","29.3","105","106","2","1","10",69780750,"2:46","Brenly and Pedrique",2004,162,51,0.315
"1265","ATL",2327565,28735,"28.9","30.1","101","99","1","1","11",90182500,"2:50","Cox",2004,162,96,0.593
"1266","BAL",2744018,33877,"30.4","27.4","98","98","0","1","8",51623333,"3:00","Mazzilli",2004,162,78,0.481
"1267","BOS",2837294,35028,"30.6","32.5","106","104","1","3","15",127298500,"2:59","Francona",2004,162,98,0.605
"1268","CHC",3170154,38660,"30.1","29.1","102","102","1","3","14",90560000,"2:49","Baker",2004,162,89,0.549
"1269","CHW",1930537,23834,"28.6","28.2","102","101","2","1","15",65212500,"2:41","Guillen",2004,162,83,0.512
"1270","CIN",2287250,28238,"28.4","28.5","97","98","1","4","7",46915250,"2:53","Miley",2004,162,76,0.469
"1271","CLE",1814401,22400,"28.6","27.3","94","94","0","5","12",34319300,"2:55","Wedge",2004,162,80,0.494
"1272","COL",2338069,28865,"30.4","28.8","113","114","0","1","13",65445167,"2:51","Hurdle",2004,162,68,0.42
"1273","DET",1917004,23667,"28.2","27.5","94","96","0","2","10",46832000,"2:46","Trammell",2004,162,72,0.444
"1274","FLA",1723105,21539,"28.8","27.8","95","95","0","4","13",42143042,"2:45","McKeon",2004,162,83,0.512
"1275","HOU",3087872,38122,"31.7","29.6","101","100","1","4","11",75397000,"2:52","Williams and Garner",2004,162,92,0.568
"1276","KCR",1661478,20768,"28.9","27.4","101","103","0","1","10",47609000,"2:47","Pena",2004,162,58,0.358
"1277","LAD",3488283,43065,"28.9","29.5","95","95","0","2","16",92902001,"2:51","Tracy",2004,162,93,0.574
"1278","MIL",2062382,25462,"28.5","27.2","100","101","0","2","7",27528500,"2:55","Yost",2004,161,67,0.416
"1279","MIN",1911490,23599,"27.9","28.2","102","102","0","1","13",53890000,"2:48","Gardenhire",2004,162,92,0.568
"1280","MON",749550,9369,"27.5","26.5","104","105","0","1","5",41197500,"2:51","Robinson",2004,162,67,0.414
"1281","NYM",2318951,28629,"29.8","32.5","98","99","1","2","15",102035970,"2:59","Howe",2004,162,71,0.438
"1282","NYY",3775292,46609,"32.3","32.9","98","97","0","8","21",184193950,"2:59","Torre",2004,162,101,0.624
"1283","OAK",2201516,27179,"29.6","28.4","99","98","0","2","10",59425667,"2:54","Macha",2004,162,91,0.562
"1284","PHI",3250092,40125,"29.3","29.8","105","104","0","2","15",93219167,"2:59","Bowa and Varsho",2004,162,86,0.531
"1285","PIT",1580031,19750,"27.2","27.7","99","99","0","1","9",32227929,"2:48","McClendon",2004,161,72,0.447
"1286","SDP",3016752,37244,"29.6","30.0","90","90","0","1","13",55384833,"2:46","Bochy",2004,162,87,0.537
"1287","SEA",2940731,35863,"31.5","30.4","97","97","0","1","19",81515834,"2:55","Melvin",2004,162,63,0.389
"1288","SFG",3256854,39718,"31.6","30.1","101","101","0","2","8",82019166,"2:55","Alou",2004,162,91,0.562
"1289","STL",3048427,37635,"30.6","30.1","99","98","0","3","15",84340333,"2:52","La Russa",2004,162,105,0.648
"1290","TBD",1274911,15936,"28.1","27.5","96","97","0","1","8",29856667,"2:46","Piniella",2004,161,70,0.435
"1291","TEX",2513685,31033,"27.9","30.6","108","108","0","5","15",55050417,"2:51","Showalter",2004,162,89,0.549
"1292","TOR",1900041,23457,"28.0","28.6","104","104","0","1","8",50017000,"2:45","Tosca and Gibbons",2004,161,67,0.416
"1293","ARI",2059424,25425,"30.3","27.4","103","104","0","1","10",62629166,"2:56","Melvin",2005,162,77,0.475
"1294","ATL",2521167,31126,"28.1","28.6","101","100","1","2","13",86457302,"2:46","Cox",2005,162,90,0.556
"1295","BAL",2624740,32404,"31.3","28.3","99","99","0","4","9",73914333,"2:52","Mazzilli and Perlozzo",2005,162,74,0.457
"1296","BOS",2847888,35159,"31.5","33.6","104","104","0","5","17",123505125,"3:01","Francona",2005,162,95,0.586
"1297","CHC",3099992,38272,"29.7","28.2","104","104","1","2","13",87032933,"2:45","Baker",2005,162,79,0.488
"1298","CHW",2342833,28924,"29.3","29.3","103","103","1","4","13",75178000,"2:49","Guillen",2005,162,99,0.611
"1299","CIN",1943067,23696,"28.6","28.9","100","101","0","1","8",61892583,"2:53","Miley and Narron",2005,163,73,0.451
"1300","CLE",2013763,24861,"27.7","29.2","96","96","0","1","14",41502500,"2:51","Wedge",2005,162,93,0.574
"1301","COL",1914389,23634,"27.2","27.3","112","113","0","1","8",47839000,"2:48","Hurdle",2005,162,67,0.414
"1302","DET",2024431,24993,"28.5","28.0","97","97","0","1","15",69092000,"2:44","Trammell",2005,162,71,0.438
"1303","FLA",1852608,22872,"29.7","29.5","94","94","0","4","14",60408834,"2:49","McKeon",2005,162,83,0.512
"1304","HOU",2804760,34627,"30.3","30.3","101","100","1","4","10",76779000,"2:43","Garner",2005,163,89,0.549
"1305","KCR",1371181,16928,"27.9","25.7","99","101","0","1","6",36881000,"2:48","Pena, Schaefer and Bell",2005,162,56,0.346
"1306","LAA",3404686,42033,"29.7","28.5","98","97","0","3","12",94867822,"2:50","Scioscia",2005,162,95,0.586
"1307","LAD",3603646,44489,"28.7","28.5","98","97","0","2","15",83039000,"2:50","Tracy",2005,162,71,0.438
"1308","MIL",2211023,27297,"28.4","28.0","100","101","0","1","14",39934833,"2:53","Yost",2005,162,81,0.5
"1309","MIN",2034243,25114,"27.6","27.9","102","102","0","2","13",56186000,"2:43","Gardenhire",2005,162,83,0.512
"1310","NYM",2829929,34937,"28.8","31.9","97","97","2","3","13",101305821,"2:50","Randolph",2005,162,83,0.512
"1311","NYY",4090696,50502,"32.4","34.2","98","97","1","3","23",208306817,"3:02","Torre",2005,162,95,0.586
"1312","OAK",2109118,26038,"28.6","26.6","100","100","0","1","7",55425762,"2:45","Macha",2005,162,88,0.543
"1313","PHI",2665304,32905,"30.0","29.7","105","104","0","3","16",95522000,"2:51","Manuel",2005,162,88,0.543
"1314","PIT",1817245,22435,"27.4","28.7","99","99","0","1","13",38133000,"2:46","McClendon and Mackanin",2005,162,67,0.414
"1315","SDP",2869787,35429,"31.1","31.0","91","91","0","1","12",63290833,"2:47","Bochy",2005,162,82,0.506
"1316","SEA",2725459,33648,"28.9","31.4","95","96","0","1","20",87754334,"2:47","Hargrove",2005,162,69,0.426
"1317","SFG",3181023,39272,"32.2","30.0","101","101","0","1","11",90199500,"2:46","Alou",2005,162,75,0.463
"1318","STL",3538988,43691,"30.8","29.7","101","100","0","6","14",92106833,"2:48","La Russa",2005,162,100,0.617
"1319","TBD",1141669,14095,"27.5","27.4","98","100","0","1","6",29679067,"2:48","Piniella",2005,162,67,0.414
"1320","TEX",2525221,31176,"28.1","30.5","106","105","0","4","17",55849000,"2:51","Showalter",2005,162,79,0.488
"1321","TOR",2014995,24876,"28.0","28.2","102","102","0","2","8",45719500,"2:46","Gibbons",2005,162,80,0.494
"1322","WSN",2731993,33728,"29.3","28.9","95","96","0","2","14",48581500,"2:55","Robinson",2005,162,81,0.5
"1323","ARI",2091685,25823,"29.6","28.8","105","105","0","1","14",59984226,"2:52","Melvin",2006,162,76,0.469
"1324","ATL",2550524,31488,"27.5","29.4","100","99","1","3","12",90156876,"2:50","Cox",2006,162,79,0.488
"1325","BAL",2153139,26582,"30.3","27.9","99","99","0","1","8",72585582,"2:53","Perlozzo",2006,162,70,0.432
"1326","BOS",2930588,36180,"30.5","31.1","105","104","0","4","18",120099824,"3:08","Francona",2006,162,86,0.531
"1327","CHC",3123215,38558,"28.6","28.0","103","103","1","1","13",94424499,"2:50","Baker",2006,162,66,0.407
"1328","CHW",2957414,36511,"29.6","27.9","104","104","0","7","16",102750667,"2:49","Guillen",2006,162,90,0.556
"1329","CIN",2134607,26353,"29.6","29.5","104","104","0","1","13",60909519,"2:50","Narron",2006,162,80,0.494
"1330","CLE",1997995,24667,"27.8","28.6","99","98","0","1","13",56031500,"2:54","Wedge",2006,162,78,0.481
"1331","COL",2104362,25980,"27.8","28.8","109","109","0","2","10",41233000,"2:51","Hurdle",2006,162,76,0.469
"1332","DET",2595937,32049,"29.3","28.8","100","99","0","3","14",82612866,"2:46","Leyland",2006,162,95,0.586
"1333","FLA",1164134,14372,"25.6","25.9","95","96","0","2","5",14671500,"2:51","Girardi",2006,162,78,0.481
"1334","HOU",3022763,37318,"30.5","29.8","100","99","1","2","9",100894435,"2:54","Garner",2006,162,82,0.506
"1335","KCR",1372638,16946,"29.6","27.7","101","103","0","1","9",47694000,"2:56","Bell",2006,162,62,0.383
"1336","LAA",3406790,42059,"28.8","27.9","100","99","0","1","15",103472000,"2:48","Scioscia",2006,162,89,0.549
"1337","LAD",3758545,46402,"29.9","30.4","101","100","1","2","23",98447187,"2:53","Little",2006,162,88,0.543
"1338","MIL",2335643,28835,"28.8","28.3","101","101","0","3","13",57970333,"2:52","Yost",2006,162,75,0.463
"1339","MIN",2285018,28210,"28.2","26.9","98","98","0","3","17",63396006,"2:46","Gardenhire",2006,162,96,0.593
"1340","NYM",3379535,41723,"30.2","32.2","98","97","2","6","15",101584963,"2:54","Randolph",2006,162,97,0.599
"1341","NYY",4248067,52445,"30.9","32.5","101","99","1","4","16",194663079,"3:08","Torre",2006,162,97,0.599
"1342","OAK",1976625,24403,"29.5","27.0","97","97","1","1","10",64843079,"2:47","Macha",2006,162,93,0.574
"1343","PHI",2701815,33356,"29.3","30.5","105","104","0","3","18",88273333,"2:56","Manuel",2006,162,85,0.525
"1344","PIT",1861549,22982,"27.8","27.0","98","99","0","2","13",46717750,"2:48","Tracy",2006,162,67,0.414
"1345","SDP",2659757,32837,"30.7","30.6","91","90","0","1","14",69896141,"2:50","Bochy",2006,162,88,0.543
"1346","SEA",2481165,30632,"28.6","28.0","97","97","0","2","15",87959833,"2:47","Hargrove",2006,162,78,0.481
"1347","SFG",3130313,38646,"33.6","28.7","100","100","0","1","14",90056419,"2:46","Alou",2006,161,76,0.472
"1348","STL",3407104,42589,"29.6","28.6","99","99","0","4","12",88891371,"2:51","La Russa",2006,161,83,0.515
"1349","TBD",1368950,16901,"27.3","27.0","99","100","0","1","7",34917967,"2:48","Maddon",2006,162,61,0.377
"1350","TEX",2388757,29491,"28.4","28.3","101","101","0","2","15",68228662,"2:49","Showalter",2006,162,80,0.494
"1351","TOR",2302212,28422,"28.6","28.1","100","100","0","5","10",71365000,"2:52","Gibbons",2006,162,87,0.537
"1352","WSN",2153056,26581,"28.5","28.9","94","95","0","1","10",63143000,"2:57","Robinson",2006,162,71,0.438
"1353","ARI",2325249,28707,"26.6","28.2","107","107","1","3","13",52067546,"2:53","Melvin",2007,162,90,0.556
"1354","ATL",2745207,33891,"27.7","29.4","98","98","1","2","12",87290833,"2:53","Cox",2007,162,84,0.518
"1355","BAL",2164822,26726,"30.4","29.0","101","102","0","1","8",93174808,"2:59","Perlozzo and Trembley",2007,162,69,0.426
"1356","BOS",2970755,36676,"30.2","31.1","106","105","0","6","19",143026214,"3:09","Francona",2007,162,96,0.593
"1357","CHC",3252462,40154,"29.3","28.4","105","104","0","2","14",101670332,"2:50","Piniella",2007,162,85,0.525
"1358","CHW",2684395,33141,"29.6","27.7","104","104","0","1","14",108671833,"2:53","Guillen",2007,162,72,0.444
"1359","CIN",2058593,25415,"29.7","29.1","104","104","0","1","12",68524980,"2:52","Narron and Mackanin",2007,162,72,0.444
"1360","CLE",2275912,28449,"28.1","29.4","101","100","0","3","12",61673267,"3:02","Wedge",2007,162,96,0.593
"1361","COL",2376250,28979,"27.9","28.1","107","108","0","2","10",54041000,"2:56","Hurdle",2007,163,90,0.552
"1362","DET",3047133,37619,"30.8","28.5","102","101","0","5","16",95180369,"3:00","Leyland",2007,162,88,0.543
"1363","FLA",1370511,16920,"26.7","26.2","97","98","0","1","8",30507000,"2:56","Gonzalez",2007,162,71,0.438
"1364","HOU",3020405,37289,"31.4","30.2","100","100","1","2","11",87759000,"2:55","Garner and Cooper",2007,162,73,0.451
"1365","KCR",1616867,19961,"27.9","27.1","100","101","0","1","10",67691500,"2:57","Bell",2007,162,69,0.426
"1366","LAA",3365632,41551,"28.6","28.4","101","100","0","3","14",109251333,"2:51","Scioscia",2007,162,94,0.58
"1367","LAD",3857036,47618,"29.7","31.1","101","100","0","3","20",108454524,"2:54","Little",2007,162,82,0.506
"1368","MIL",2869144,35422,"27.7","29.1","100","100","0","4","14",70986500,"2:53","Yost",2007,162,83,0.512
"1369","MIN",2296383,28350,"28.4","27.4","95","95","0","3","13",71439500,"2:48","Gardenhire",2007,162,79,0.488
"1370","NYM",3853955,47580,"30.8","31.3","98","97","2","4","18",116181663,"2:57","Randolph",2007,162,88,0.543
"1371","NYY",4271083,52729,"30.7","31.4","101","100","0","3","16",207039045,"3:14","Torre",2007,162,94,0.58
"1372","OAK",1921844,23726,"28.8","26.9","94","94","0","1","10",79366940,"2:53","Geren",2007,162,76,0.469
"1373","PHI",3108325,38374,"28.8","30.6","104","103","0","3","14",89428213,"3:03","Manuel",2007,162,89,0.549
"1374","PIT",1749142,21594,"27.2","27.1","97","98","0","1","11",38537833,"2:47","Tracy",2007,162,68,0.42
"1375","SDP",2790074,34445,"29.9","31.5","90","90","1","3","12",58110567,"2:48","Black",2007,163,89,0.546
"1376","SEA",2672223,32588,"29.8","28.1","96","97","0","2","10",106460833,"2:49","Hargrove and McLaren",2007,162,88,0.543
"1377","SFG",3223215,39793,"32.7","27.3","101","101","0","1","14",90219056,"2:50","Bochy",2007,162,71,0.438
"1378","STL",3552180,43854,"30.2","29.6","99","99","0","1","13",90286823,"2:54","La Russa",2007,162,78,0.481
"1379","TBD",1387603,17131,"26.1","26.9","98","100","0","1","9",24123500,"3:00","Maddon",2007,162,66,0.407
"1380","TEX",2353862,29060,"29.3","27.7","101","101","0","1","13",68643675,"2:59","Washington",2007,162,75,0.463
"1381","TOR",2360644,29144,"30.3","27.3","100","99","1","1","9",81942800,"2:52","Gibbons",2007,162,83,0.512
"1382","WSN",1943812,23998,"27.9","27.5","94","95","0","1","9",36947500,"2:55","Acta",2007,162,73,0.451
"1383","ARI",2509924,30987,"26.7","29.4","107","107","1","2","11",66202712,"2:52","Melvin",2008,162,82,0.506
"1384","ATL",2532834,31270,"27.2","28.6","98","97","2","2","11",102365683,"2:52","Cox",2008,162,72,0.444
"1385","BAL",1950075,24376,"30.0","27.9","101","102","0","1","8",67196246,"2:58","Trembley",2008,161,68,0.422
"1386","BOS",3048250,37633,"29.8","29.2","107","106","0","7","20",133390035,"3:06","Francona",2008,162,95,0.586
"1387","CHC",3300200,40743,"30.1","28.9","107","106","0","8","14",120345833,"2:55","Piniella",2008,161,97,0.603
"1388","CHW",2500648,30496,"30.5","28.3","104","105","0","2","16",121189332,"2:51","Guillen",2008,163,89,0.546
"1389","CIN",2058632,25415,"28.6","28.7","102","102","0","1","10",74167695,"2:55","Baker",2008,162,74,0.457
"1390","CLE",2169760,26787,"27.7","28.6","98","97","0","2","11",78970066,"3:00","Wedge",2008,162,81,0.5
"1391","COL",2650218,32719,"27.5","28.5","109","109","0","2","11",68655500,"2:54","Hurdle",2008,162,74,0.457
"1392","DET",3202645,39539,"30.3","29.9","102","102","0","1","17",138785196,"3:00","Leyland",2008,162,74,0.457
"1393","FLA",1335076,16482,"28.0","26.6","101","101","0","2","7",21811500,"2:56","Gonzalez",2008,161,84,0.522
"1394","HOU",2779487,34744,"31.1","30.9","97","98","0","2","13",87946807,"2:52","Cooper",2008,161,86,0.534
"1395","KCR",1578922,19493,"28.0","27.6","98","99","0","1","8",59445500,"2:53","Hillman",2008,162,75,0.463
"1396","LAA",3336747,41194,"28.9","27.6","102","102","0","3","15",119216333,"2:47","Scioscia",2008,162,100,0.617
"1397","LAD",3730553,46056,"28.5","29.5","98","97","1","1","18",118588536,"2:57","Torre",2008,162,84,0.518
"1398","MIL",3068458,37882,"28.7","29.9","98","98","0","3","13",80937499,"2:55","Yost and Sveum",2008,162,90,0.556
"1399","MIN",2302431,28425,"26.4","27.5","96","96","0","3","11",56932766,"2:53","Gardenhire",2008,163,88,0.54
"1400","NYM",4042045,49902,"30.1","29.0","98","98","1","2","11",137793376,"3:02","Randolph and Manuel",2008,162,89,0.549
"1401","NYY",4298655,53070,"31.3","30.6","103","101","0","3","18",212286789,"3:05","Girardi",2008,162,89,0.549
"1402","OAK",1665256,20559,"27.2","26.5","94","94","1","1","8",47967126,"2:48","Geren",2008,161,75,0.466
"1403","PHI",3422583,42254,"30.1","30.6","102","101","0","2","11",97879880,"2:55","Manuel",2008,162,92,0.568
"1404","PIT",1609076,19865,"28.4","26.5","96","97","0","1","10",48689783,"2:54","Russell",2008,162,67,0.414
"1405","SDP",2427535,29970,"28.9","30.2","87","88","1","1","11",73677616,"2:52","Black",2008,162,63,0.389
"1406","SEA",2329702,28762,"29.6","28.5","96","97","0","1","11",117666482,"2:47","McLaren and Riggleman",2008,162,61,0.377
"1407","SFG",2863837,35356,"29.6","27.1","102","102","0","2","12",76594500,"2:53","Bochy",2008,162,72,0.444
"1408","STL",3432917,42382,"28.8","30.2","98","98","0","2","12",99624449,"2:54","La Russa",2008,162,86,0.531
"1409","TBR",1811986,22370,"27.1","27.5","101","101","0","3","13",44970597,"3:02","Maddon",2008,162,97,0.599
"1410","TEX",1945677,24021,"27.7","28.1","101","102","0","4","13",68037326,"3:02","Washington",2008,162,79,0.488
"1411","TOR",2399786,29627,"30.9","28.6","97","97","1","1","12",97793900,"2:51","Gibbons and Gaston",2008,162,86,0.531
"1412","WSN",2320400,29005,"27.7","27.3","98","100","0","1","12",54961000,"2:50","Acta",2008,161,59,0.366
"1413","ARI",2128765,26281,"26.5","27.7","105","106","0","2","10",75920666,"2:56","Melvin and Hinch",2009,162,70,0.432
"1414","ATL",2373631,29304,"28.8","28.9","99","98","0","1","11",99593166,"2:54","Cox",2009,162,86,0.531
"1415","BAL",1907163,23545,"28.7","28.1","101","102","0","1","12",69904166,"2:52","Trembley",2009,162,64,0.395
"1416","BOS",3062699,37811,"30.0","29.8","105","104","1","6","22",125439499,"3:06","Francona",2009,162,95,0.586
"1417","CHC",3168859,39611,"29.9","28.4","107","106","0","1","11",139652000,"2:52","Piniella",2009,161,83,0.515
"1418","CHW",2284163,28200,"29.8","29.5","105","105","0","1","16",101081000,"2:46","Guillen",2009,162,79,0.488
"1419","CIN",1747919,21579,"27.9","29.0","100","100","0","1","12",78979000,"2:58","Baker",2009,162,78,0.481
"1420","CLE",1766242,21805,"27.4","27.8","95","95","0","1","11",85224866,"3:01","Wedge",2009,162,65,0.401
"1421","COL",2665080,32902,"27.8","28.5","112","112","0","2","11",79250200,"2:57","Hurdle and Tracy",2009,162,92,0.568
"1422","DET",2567165,31693,"29.7","26.6","101","101","0","4","11",119510145,"2:50","Leyland",2009,163,86,0.528
"1423","FLA",1464109,18075,"27.0","26.3","102","102","0","2","5",40029000,"3:00","Gonzalez",2009,162,87,0.537
"1424","HOU",2521076,31124,"31.6","31.2","98","98","0","2","12",105804414,"2:51","Cooper and Clark",2009,162,74,0.457
"1425","KCR",1797891,22196,"27.8","28.7","97","99","0","1","6",76817333,"2:54","Hillman",2009,162,65,0.401
